Porto Alegre;
Data;Hora (UTC);Temp. [Hora] (C);Umi. (%);Pressao (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Nebulosidade (Decimos);Insolacao (h);Temp. Max. [Diaria] (h);Temp. Min. [Diaria] (h);Chuva [Diaria] (mm);
18/08/2009;0000;13,0;94,0;1011,8;1,6;18,0;10,0;0,00;16,1;;;
18/08/2009;1200;14,1;90,0;1011,2;4,1;14,0;10,0;;;12,2;22,4;
18/08/2009;1800;15,5;88,0;1008,7;2,6;14,0;10,0;;;;;
19/08/2009;0000;14,8;94,0;1007,1;2,0;14,0;10,0;1,80;19,8;;;
19/08/2009;1200;14,5;96,0;1007,6;4,3;14,0;10,0;;;13,8;19,5;
19/08/2009;1800;18,0;78,0;1003,6;5,5;9,0;8,0;;;;;
20/08/2009;0000;15,2;96,0;1003,0;4,1;14,0;10,0;3,00;17,4;;;
20/08/2009;1200;15,3;93,0;1005,0;2,4;27,0;9,0;;;12,2;0,6;
20/08/2009;1800;15,0;78,0;1007,5;3,3;23,0;10,0;;;;;
21/08/2009;0000;12,2;94,0;1012,8;3,6;23,0;10,0;8,10;17,0;;;
21/08/2009;1200;11,9;82,0;1017,2;1,8;23,0;7,0;;;10,5;5,0;
21/08/2009;1800;16,2;58,0;1016,8;2,8;18,0;5,0;;;;;
22/08/2009;0000;10,6;82,0;1017,5;1,8;9,0;0,0;8,40;21,0;;;
22/08/2009;1200;9,4;84,0;1017,4;1,6;14,0;3,0;;;5,1;0,0;
22/08/2009;1800;19,8;54,0;1013,6;2,7;9,0;2,0;;;;;
23/08/2009;0000;13,6;82,0;1011,9;2,5;14,0;0,0;7,90;24,0;;;
23/08/2009;1200;14,3;79,0;1013,4;1,0;9,0;3,0;;;9,9;0,0;
23/08/2009;1800;24,0;49,0;1010,3;2,0;32,0;7,0;;;;;
24/08/2009;0000;17,6;78,0;1012,2;1,0;9,0;3,0;8,60;21,8;;;
24/08/2009;1200;16,1;86,0;1015,8;2,0;14,0;4,0;;;11,2;0,0;
24/08/2009;1800;21,4;64,0;1014,8;3,6;18,0;5,0;;;;;
25/08/2009;0000;15,6;93,0;1017,8;1,3;9,0;0,0;6,90;26,4;;;
25/08/2009;1200;16,0;96,0;1020,0;0,5;9,0;10,0;;;14,5;0,0;
25/08/2009;1800;25,4;64,0;1016,6;2,1;14,0;3,0;;;;;
26/08/2009;0000;18,6;85,0;1016,6;1,9;14,0;0,0;9,00;27,4;;;
26/08/2009;1200;19,0;65,0;1017,5;2,8;32,0;0,0;;;14,0;0,0;
26/08/2009;1800;26,8;40,0;1013,5;2,7;32,0;1,0;;;;;
27/08/2009;0000;20,0;73,0;1013,5;1,6;9,0;0,0;9,10;28,4;;;
27/08/2009;1200;19,4;67,0;1015,6;2,3;32,0;4,0;;;13,9;0,0;
27/08/2009;1800;27,4;50,0;1013,5;2,3;27,0;1,0;;;;;
28/08/2009;0000;20,6;74,0;1014,3;0,0;0,0;0,0;8,70;29,6;;;
28/08/2009;1200;18,6;79,0;1017,0;0,7;23,0;0,0;;;14,4;0,0;
28/08/2009;1800;28,6;44,0;1012,8;2,1;27,0;0,0;;;;;
29/08/2009;0000;22,0;64,0;1012,8;2,8;14,0;0,0;9,30;31,6;;;
29/08/2009;1200;19,4;74,0;1013,0;1,3;5,0;0,0;;;15,3;0,0;
29/08/2009;1800;31,0;39,0;1010,2;0,5;5,0;0,0;;;;;
30/08/2009;0000;22,4;73,0;1009,5;0,7;9,0;0,0;9,50;32,0;;;
30/08/2009;1200;20,3;62,0;1012,0;0,0;0,0;0,0;;;15,5;0,0;
30/08/2009;1800;31,2;37,0;1009,2;2,1;27,0;0,0;;;;;
31/08/2009;0000;23,9;42,0;1009,0;1,8;9,0;0,0;9,00;33,6;;;
31/08/2009;1200;22,2;51,0;1010,6;1,1;5,0;0,0;;;15,9;0,0;
31/08/2009;1800;32,6;33,0;1004,5;3,7;32,0;0,0;;;;;
01/09/2009;0000;25,0;59,0;1005,1;1,4;14,0;0,0;2,00;25,2;;;
01/09/2009;1200;20,8;75,0;1008,8;2,8;5,0;5,0;;;18,1;0,0;
01/09/2009;1800;23,6;68,0;1007,6;3,6;18,0;10,0;;;;;
02/09/2009;0000;18,6;88,0;1010,0;2,3;9,0;10,0;0,00;19,2;;;
02/09/2009;1200;18,8;85,0;1010,0;1,8;5,0;10,0;;;17,1;20,8;
02/09/2009;1800;18,7;96,0;1009,6;0,0;0,0;10,0;;;;;
03/09/2009;0000;18,1;97,0;1010,3;3,0;14,0;9,0;0,40;23,2;;;
03/09/2009;1200;18,3;98,0;1007,1;0,0;0,0;10,0;;;17,5;25,7;
03/09/2009;1800;22,0;84,0;1006,0;1,2;23,0;10,0;;;;;
04/09/2009;0000;18,0;94,0;1009,2;1,4;14,0;10,0;3,60;23,8;;;
04/09/2009;1200;19,0;90,0;1008,4;1,6;5,0;7,0;;;17,0;4,0;
04/09/2009;1800;22,6;78,0;1006,4;2,3;27,0;8,0;;;;;
05/09/2009;0000;19,8;87,0;1008,6;1,1;27,0;6,0;8,00;23,4;;;
05/09/2009;1200;16,1;87,0;1013,4;1,6;27,0;4,0;;;13,4;0,0;
05/09/2009;1800;22,7;52,0;1010,7;1,8;32,0;3,0;;;;;
06/09/2009;0000;15,4;89,0;1012,3;1,8;9,0;1,0;4,80;25,8;;;
06/09/2009;1200;15,2;96,0;1011,4;0,8;9,0;10,0;;;13,0;0,0;
06/09/2009;1800;24,4;65,0;1005,9;2,4;14,0;8,0;;;;;
07/09/2009;0000;18,8;86,0;1003,0;1,7;23,0;10,0;2,30;27,5;;;
07/09/2009;1200;18,7;89,0;1000,0;0,5;5,0;6,0;;;16,9;0,0;
07/09/2009;1800;25,0;76,0;995,8;2,5;36,0;10,0;;;;;
08/09/2009;0000;17,3;95,0;999,0;3,1;14,0;10,0;0,00;17,9;;;
08/09/2009;1200;14,0;89,0;1004,2;1,6;23,0;10,0;;;13,8;29,8;
08/09/2009;1800;16,6;78,0;1004,6;4,6;23,0;10,0;;;;;
09/09/2009;0000;14,5;92,0;1009,4;0,0;0,0;3,0;0,00;14,5;;;
09/09/2009;1200;12,0;92,0;1016,2;1,5;14,0;10,0;;;10,8;1,4;
09/09/2009;1800;13,2;93,0;1014,3;2,3;14,0;10,0;;;;;
10/09/2009;0000;12,4;93,0;1018,7;1,9;14,0;10,0;0,00;14,4;;;
10/09/2009;1200;12,6;95,0;1022,8;2,3;23,0;10,0;;;11,6;7,8;
10/09/2009;1800;14,2;96,0;1022,2;2,5;14,0;10,0;;;;;
11/09/2009;0000;13,8;96,0;1024,4;3,6;14,0;10,0;0,00;15,6;;;
11/09/2009;1200;14,8;95,0;1024,0;4,0;14,0;10,0;;;13,6;21,9;
11/09/2009;1800;15,0;96,0;1020,0;3,3;14,0;10,0;;;;;
12/09/2009;0000;15,0;98,0;1019,8;1,6;14,0;10,0;0,00;18,0;;;
12/09/2009;1200;16,5;98,0;1014,8;1,5;9,0;10,0;;;14,5;47,5;
12/09/2009;1800;17,4;96,0;1010,6;0,8;14,0;10,0;;;;;
13/09/2009;0000;16,8;96,0;1010,6;2,6;32,0;10,0;0,30;19,8;;;
13/09/2009;1200;17,0;97,0;1013,5;1,8;18,0;10,0;;;15,5;19,8;
13/09/2009;1800;18,6;90,0;1013,2;2,5;14,0;10,0;;;;;
14/09/2009;0000;16,4;93,0;1015,6;2,3;14,0;4,0;3,60;22,2;;;
14/09/2009;1200;17,5;83,0;1018,0;2,0;14,0;8,0;;;14,9;2,8;
14/09/2009;1800;20,8;67,0;1014,4;3,7;14,0;8,0;;;;;
15/09/2009;0000;16,0;85,0;1014,4;2,8;14,0;0,0;9,90;27,0;;;
15/09/2009;1200;19,0;78,0;1014,3;1,5;14,0;0,0;;;13,6;0,0;
15/09/2009;1800;26,7;57,0;1010,6;2,3;14,0;0,0;;;;;
16/09/2009;0000;18,2;88,0;1012,0;2,6;14,0;0,0;2,50;26,8;;;
16/09/2009;1200;18,0;90,0;1011,9;0,0;0,0;3,0;;;14,7;0,0;
16/09/2009;1800;26,4;64,0;1010,2;2,6;32,0;9,0;;;;;
17/09/2009;0000;18,8;90,0;1012,8;3,2;27,0;10,0;0,00;21,5;;;
17/09/2009;1200;18,9;90,0;1012,8;2,1;14,0;10,0;;;17,1;0,0;
17/09/2009;1800;21,2;82,0;1008,7;3,3;14,0;10,0;;;;;
18/09/2009;0000;18,4;96,0;1008,7;2,3;14,0;10,0;0,60;25,4;;;
18/09/2009;1200;18,2;96,0;1002,4;0,8;5,0;10,0;;;17,5;14,0;
18/09/2009;1800;24,8;64,0;1003,8;5,1;32,0;9,0;;;;;
19/09/2009;0000;19,0;75,0;1002,0;4,8;32,0;3,0;5,90;19,6;;;
19/09/2009;1200;15,3;67,0;1010,2;5,1;32,0;10,0;;;14,5;0,1;
19/09/2009;1800;19,3;49,0;1008,0;4,8;27,0;2,0;;;;;
20/09/2009;0000;15,0;68,0;1011,9;3,0;27,0;0,0;10,30;21,0;;;
20/09/2009;1200;15,1;66,0;1013,4;3,6;27,0;0,0;;;10,8;0,0;
20/09/2009;1800;20,2;47,0;1011,5;3,2;27,0;3,0;;;;;
21/09/2009;0000;16,4;68,0;1013,0;1,7;32,0;0,0;10,20;23,6;;;
21/09/2009;1200;15,0;74,0;1015,4;0,0;0,0;0,0;;;9,8;0,0;
21/09/2009;1800;23,2;47,0;1009,4;2,3;14,0;0,0;;;;;
22/09/2009;0000;16,5;84,0;1008,8;1,0;9,0;0,0;6,40;27,8;;;
22/09/2009;1200;19,5;74,0;1008,2;0,0;0,0;5,0;;;14,4;0,0;
22/09/2009;1800;26,0;62,0;1003,4;2,2;5,0;8,0;;;;;
23/09/2009;0000;22,4;77,0;1003,5;1,3;14,0;7,0;0,00;22,6;;;
23/09/2009;1200;16,3;84,0;1004,3;2,3;23,0;10,0;;;13,5;0,0;
23/09/2009;1800;15,4;97,0;1006,3;3,6;23,0;10,0;;;;;
24/09/2009;0000;13,5;90,0;1012,6;4,3;18,0;10,0;8,30;19,6;;;
24/09/2009;1200;13,4;84,0;1018,0;1,6;23,0;5,0;;;11,0;11,9;
24/09/2009;1800;19,0;54,0;1016,4;3,9;14,0;6,0;;;;;
25/09/2009;0000;13,0;79,0;1017,6;1,1;9,0;3,0;10,20;25,2;;;
25/09/2009;1200;15,6;65,0;1016,8;3,6;14,0;0,0;;;9,0;0,0;
25/09/2009;1800;22,0;51,0;1012,3;3,6;14,0;0,0;;;;;
26/09/2009;0000;15,5;82,0;1011,5;1,1;14,0;0,0;7,90;31,6;;;
26/09/2009;1200;17,5;76,0;1010,6;1,0;9,0;5,0;;;13,0;0,0;
26/09/2009;1800;28,2;52,0;1004,2;1,8;9,0;3,0;;;;;
27/09/2009;0000;21,2;83,0;1004,4;1,5;14,0;10,0;0,00;21,2;;;
27/09/2009;1200;18,9;93,0;1003,6;1,8;5,0;10,0;;;18,2;37,3;
27/09/2009;1800;19,1;96,0;1000,7;3,3;5,0;10,0;;;;;
28/09/2009;0000;19,1;96,0;1003,9;1,3;14,0;10,0;0,00;19,1;;;
28/09/2009;1200;15,4;94,0;1009,6;1,1;18,0;10,0;;;12,6;46,8;
28/09/2009;1800;14,2;87,0;1012,3;3,1;23,0;10,0;;;;;
29/09/2009;0000;13,0;79,0;1016,3;4,7;18,0;10,0;9,90;16,8;;;
29/09/2009;1200;11,8;77,0;1021,5;2,5;23,0;3,0;;;7,8;2,0;
29/09/2009;1800;16,2;49,0;1021,0;2,8;18,0;6,0;;;;;
30/09/2009;0000;10,8;71,0;1024,4;0,0;0,0;0,0;8,80;20,4;;;
30/09/2009;1200;13,6;77,0;1024,3;1,1;14,0;5,0;;;9,0;0,1;
30/09/2009;1800;18,2;49,0;1019,8;4,2;14,0;8,0;;;;;
01/10/2009;0000;13,6;77,0;1019,1;2,6;14,0;7,0;0,00;14,6;;;
01/10/2009;1200;13,5;90,0;1015,8;1,3;9,0;10,0;;;13,2;2,3;
01/10/2009;1800;13,6;95,0;1011,1;1,8;9,0;10,0;;;;;
02/10/2009;0000;14,2;97,0;1012,3;0,0;0,0;10,0;7,80;20,6;;;
02/10/2009;1200;15,5;75,0;1014,2;3,0;23,0;6,0;;;13,7;9,7;
02/10/2009;1800;19,8;52,0;1011,6;3,3;18,0;6,0;;;;;
03/10/2009;0000;15,2;85,0;1013,2;1,0;36,0;2,0;9,90;22,4;;;
03/10/2009;1200;17,7;69,0;1016,2;2,1;14,0;1,0;;;12,0;0,0;
03/10/2009;1800;21,6;55,0;1012,7;4,0;14,0;2,0;;;;;
04/10/2009;0000;15,4;85,0;1015,4;1,1;9,0;0,0;10,10;28,2;;;
04/10/2009;1200;18,6;67,0;1013,5;1,0;9,0;4,0;;;13,3;0,0;
04/10/2009;1800;27,4;56,0;1007,0;2,8;14,0;3,0;;;;;
05/10/2009;0000;19,6;85,0;1006,4;2,5;14,0;3,0;0,30;33,3;;;
05/10/2009;1200;23,2;75,0;1003,0;1,8;36,0;10,0;;;18,9;0,0;
05/10/2009;1800;32,9;48,0;998,2;3,5;36,0;10,0;;;;;
06/10/2009;0000;19,0;98,0;1010,4;1,3;9,0;10,0;0,00;23,0;;;
06/10/2009;1200;19,0;89,0;1007,8;0,8;14,0;10,0;;;16,9;37,5;
06/10/2009;1800;22,0;79,0;1009,4;1,1;27,0;10,0;;;;;
07/10/2009;0000;17,4;90,0;1012,6;2,0;14,0;10,0;1,90;19,5;;;
07/10/2009;1200;17,8;80,0;1017,8;3,6;14,0;9,0;;;14,3;0,3;
07/10/2009;1800;17,9;71,0;1017,4;4,3;18,0;10,0;;;;;
08/10/2009;0000;14,4;79,0;1020,2;2,3;14,0;10,0;9,50;20,0;;;
08/10/2009;1200;14,5;67,0;1020,8;4,0;9,0;5,0;;;11,4;0,0;
08/10/2009;1800;19,4;55,0;1017,2;4,0;18,0;3,0;;;;;
09/10/2009;0000;13,2;82,0;1018,0;1,7;14,0;0,0;10,50;22,4;;;
09/10/2009;1200;17,0;73,0;1017,6;2,1;14,0;7,0;;;10,4;0,0;
09/10/2009;1800;22,0;53,0;1014,6;3,0;14,0;4,0;;;;;
10/10/2009;0000;15,2;81,0;1014,3;1,6;14,0;0,0;10,20;26,0;;;
10/10/2009;1200;18,4;68,0;1014,2;3,0;14,0;2,0;;;12,4;0,0;
10/10/2009;1800;25,4;54,0;1007,6;2,6;9,0;8,0;;;;;
11/10/2009;0000;17,8;82,0;1005,6;2,4;14,0;2,0;5,10;30,0;;;
11/10/2009;1200;21,5;63,0;1000,7;3,3;5,0;8,0;;;15,1;0,0;
11/10/2009;1800;21,0;81,0;998,0;3,3;18,0;10,0;;;;;
12/10/2009;0000;18,2;98,0;1000,3;1,3;9,0;10,0;4,60;23,6;;;
12/10/2009;1200;16,1;93,0;1005,1;1,0;14,0;10,0;;;15,3;27,3;
12/10/2009;1800;22,2;49,0;1003,0;1,9;27,0;2,0;;;;;
13/10/2009;0000;17,6;77,0;1007,2;1,4;18,0;0,0;10,60;26,9;;;
13/10/2009;1200;17,8;79,0;1010,3;1,1;32,0;0,0;;;11,2;0,0;
13/10/2009;1800;25,4;39,0;1006,7;1,6;36,0;0,0;;;;;
14/10/2009;0000;17,5;75,0;1006,8;1,1;14,0;0,0;7,70;30,0;;;
14/10/2009;1200;19,9;73,0;1006,2;0,0;0,0;7,0;;;13,2;0,0;
14/10/2009;1800;28,6;46,0;1001,2;2,2;32,0;9,0;;;;;
15/10/2009;0000;20,0;89,0;1003,4;2,4;23,0;10,0;0,00;20,4;;;
15/10/2009;1200;15,7;92,0;1008,4;2,8;18,0;10,0;;;14,6;1,0;
15/10/2009;1800;16,3;76,0;1010,4;2,0;18,0;10,0;;;;;
16/10/2009;0000;14,7;77,0;1014,4;2,5;14,0;10,0;0,80;17,3;;;
16/10/2009;1200;13,9;71,0;1017,4;1,3;9,0;10,0;;;10,0;0,2;
16/10/2009;1800;16,8;60,0;1013,5;3,1;14,0;10,0;;;;;
17/10/2009;0000;15,0;68,0;1014,6;1,5;14,0;10,0;4,50;23,8;;;
17/10/2009;1200;17,3;74,0;1013,4;1,0;9,0;7,0;;;13,0;0,6;
17/10/2009;1800;22,4;65,0;1009,0;1,8;14,0;9,0;;;;;
18/10/2009;0000;18,0;86,0;1009,2;2,7;14,0;5,0;9,00;23,4;;;
18/10/2009;1200;18,8;84,0;1011,4;2,3;14,0;8,0;;;15,7;0,2;
18/10/2009;1800;22,9;59,0;1008,4;4,0;18,0;5,0;;;;;
19/10/2009;0000;17,5;91,0;1008,6;1,0;14,0;1,0;9,60;28,3;;;
19/10/2009;1200;21,0;77,0;1006,2;2,3;9,0;8,0;;;15,9;0,0;
19/10/2009;1800;27,3;60,0;1003,8;1,6;9,0;6,0;;;;;
20/10/2009;0000;21,0;84,0;1004,3;0,7;9,0;0,0;10,60;26,8;;;
20/10/2009;1200;20,9;82,0;1008,6;1,6;32,0;3,0;;;17,3;0,0;
20/10/2009;1800;25,8;50,0;1005,1;3,3;18,0;3,0;;;;;
21/10/2009;0000;19,4;74,0;1007,9;2,1;23,0;0,0;2,70;24,8;;;
21/10/2009;1200;17,4;86,0;1009,6;1,5;14,0;8,0;;;14,0;0,0;
21/10/2009;1800;24,4;53,0;1005,4;3,3;14,0;10,0;;;;;
22/10/2009;0000;18,2;82,0;1006,6;2,0;14,0;10,0;4,20;23,4;;;
22/10/2009;1200;19,5;85,0;1006,3;2,1;14,0;10,0;;;17,5;0,0;
22/10/2009;1800;22,9;68,0;1005,4;2,3;14,0;6,0;;;;;
23/10/2009;0000;18,1;81,0;1008,4;1,3;9,0;0,0;11,40;29,8;;;
23/10/2009;1200;20,3;76,0;1006,8;1,3;5,0;1,0;;;14,9;0,2;
23/10/2009;1800;28,4;47,0;1001,9;1,6;32,0;0,0;;;;;
24/10/2009;0000;21,4;82,0;999,6;1,9;14,0;0,0;1,00;24,4;;;
24/10/2009;1200;23,0;81,0;999,1;0,0;0,0;10,0;;;17,5;0,0;
24/10/2009;1800;17,6;95,0;1006,0;1,3;27,0;10,0;;;;;
25/10/2009;0000;17,4;95,0;1007,5;2,6;18,0;10,0;3,80;21,8;;;
25/10/2009;1200;18,3;74,0;1010,4;2,8;14,0;10,0;;;14,9;43,7;
25/10/2009;1800;21,1;65,0;1007,4;3,6;9,0;7,0;;;;;
26/10/2009;0000;17,3;85,0;1006,2;2,3;14,0;5,0;7,70;24,2;;;
26/10/2009;1200;19,0;90,0;1010,3;1,0;27,0;10,0;;;14,9;2,0;
26/10/2009;1800;23,8;56,0;1010,2;3,7;23,0;4,0;;;;;
27/10/2009;0000;15,4;68,0;1013,0;3,2;14,0;0,0;11,80;22,8;;;
27/10/2009;1200;17,2;62,0;1014,4;2,7;9,0;0,0;;;10,0;0,0;
27/10/2009;1800;22,2;54,0;1011,9;3,3;14,0;0,0;;;;;
28/10/2009;0000;16,8;75,0;1011,6;3,1;14,0;0,0;11,20;28,0;;;
28/10/2009;1200;20,6;66,0;1012,4;2,3;32,0;0,0;;;13,8;0,0;
28/10/2009;1800;27,6;54,0;1009,8;1,0;23,0;2,0;;;;;
29/10/2009;0000;19,3;85,0;1009,1;0,8;9,0;0,0;11,40;32,0;;;
29/10/2009;1200;21,5;80,0;1011,4;0,8;18,0;0,0;;;14,7;0,0;
29/10/2009;1800;30,6;50,0;1006,8;1,3;27,0;2,0;;;;;
30/10/2009;0000;24,0;77,0;1007,0;1,3;14,0;0,0;8,10;34,0;;;
30/10/2009;1200;25,8;65,0;1003,9;2,5;36,0;5,0;;;18,0;0,0;
30/10/2009;1800;33,2;50,0;1003,0;0,8;27,0;10,0;;;;;
31/10/2009;0000;27,0;46,0;1004,7;3,0;9,0;10,0;4,10;33,2;;;
31/10/2009;1200;25,1;77,0;1005,4;1,3;14,0;10,0;;;20,5;0,0;
31/10/2009;1800;30,7;53,0;1004,3;3,1;14,0;8,0;;;;;
01/11/2009;0000;24,3;76,0;1005,0;1,0;9,0;4,0;11,70;34,8;;;
01/11/2009;1200;25,2;79,0;1006,2;0,7;14,0;1,0;;;19,9;0,0;
01/11/2009;1800;33,8;46,0;1002,4;1,6;14,0;0,0;;;;;
02/11/2009;0000;24,6;73,0;1003,6;1,6;14,0;0,0;10,60;35,6;;;
02/11/2009;1200;24,1;79,0;1004,6;1,3;36,0;6,0;;;19,5;0,0;
02/11/2009;1800;35,0;51,0;1001,0;5,1;9,0;8,0;;;;;
03/11/2009;0000;27,4;65,0;999,2;6,6;14,0;0,0;0,00;27,6;;;
03/11/2009;1200;23,8;81,0;1004,4;6,0;9,0;10,0;;;21,4;0,0;
03/11/2009;1800;22,8;87,0;1006,2;1,9;27,0;10,0;;;;;
04/11/2009;0000;21,8;94,0;1005,1;2,8;18,0;10,0;7,20;30,4;;;
04/11/2009;1200;23,8;84,0;1003,4;1,8;9,0;7,0;;;19,3;6,3;
04/11/2009;1800;28,1;70,0;1001,5;4,0;14,0;9,0;;;;;
05/11/2009;0000;23,0;90,0;1004,0;2,5;9,0;10,0;0,20;26,2;;;
05/11/2009;1200;23,8;89,0;1005,8;2,5;18,0;10,0;;;21,9;1,0;
05/11/2009;1800;24,6;88,0;1005,6;3,0;14,0;10,0;;;;;
06/11/2009;0000;23,6;89,0;1005,2;1,5;9,0;10,0;2,50;30,4;;;
06/11/2009;1200;25,4;82,0;1003,1;1,6;9,0;9,0;;;21,3;1,7;
06/11/2009;1800;29,6;68,0;999,6;1,1;5,0;9,0;;;;;
07/11/2009;0000;24,0;94,0;999,4;2,8;5,0;10,0;0,00;25,8;;;
07/11/2009;1200;25,1;89,0;997,0;0,5;9,0;10,0;;;18,7;11,0;
07/11/2009;1800;21,7;96,0;997,8;4,1;18,0;10,0;;;;;
08/11/2009;0000;19,2;96,0;1000,0;2,5;18,0;10,0;5,20;22,5;;;
08/11/2009;1200;17,1;85,0;1007,9;1,8;18,0;10,0;;;16,1;72,1;
08/11/2009;1800;22,4;59,0;1006,6;3,3;18,0;6,0;;;;;
09/11/2009;0000;17,4;81,0;1007,9;2,5;14,0;10,0;8,90;28,2;;;
09/11/2009;1200;21,4;72,0;1006,8;2,3;14,0;9,0;;;15,7;0,0;
09/11/2009;1800;27,2;60,0;1003,6;1,8;9,0;7,0;;;;;
10/11/2009;0000;22,2;83,0;1002,6;1,4;14,0;0,0;0,00;22,3;;;
10/11/2009;1200;19,6;84,0;1008,3;3,0;14,0;10,0;;;18,5;5,6;
10/11/2009;1800;20,9;73,0;1007,1;1,8;14,0;10,0;;;;;
11/11/2009;0000;19,0;73,0;1008,6;2,8;14,0;10,0;2,40;25,1;;;
11/11/2009;1200;21,3;79,0;1008,3;3,0;14,0;9,0;;;17,9;0,0;
11/11/2009;1800;24,8;71,0;1006,2;4,1;14,0;8,0;;;;;
12/11/2009;0000;20,6;81,0;1007,2;2,6;14,0;10,0;6,20;28,6;;;
12/11/2009;1200;22,2;84,0;1006,6;2,1;9,0;9,0;;;18,8;0,0;
12/11/2009;1800;28,0;69,0;1004,3;3,6;14,0;8,0;;;;;
13/11/2009;0000;23,0;88,0;1004,6;2,4;14,0;7,0;0,00;24,2;;;
13/11/2009;1200;23,9;89,0;1005,1;3,6;27,0;9,0;;;21,2;0,0;
13/11/2009;1800;22,0;95,0;1003,5;2,5;36,0;9,0;;;;;
14/11/2009;0000;21,8;92,0;1004,6;1,6;27,0;10,0;0,00;23,7;;;
14/11/2009;1200;21,7;92,0;1003,5;2,5;32,0;10,0;;;20,5;67,4;
14/11/2009;1800;23,0;85,0;1004,0;2,5;23,0;10,0;;;;;
15/11/2009;0000;22,0;93,0;1005,9;1,0;9,0;10,0;2,30;25,0;;;
15/11/2009;1200;22,5;84,0;1007,1;2,5;14,0;9,0;;;19,5;0,4;
15/11/2009;1800;23,8;80,0;1005,6;3,5;14,0;0,0;;;;;
16/11/2009;0000;19,8;95,0;1008,8;3,0;14,0;10,0;10,30;26,9;;;
16/11/2009;1200;22,7;73,0;1010,3;3,0;14,0;8,0;;;16,9;6,0;
16/11/2009;1800;26,6;60,0;1008,2;2,6;9,0;5,0;;;;;
17/11/2009;0000;20,8;80,0;1006,7;2,4;14,0;0,0;11,70;34,2;;;
17/11/2009;1200;25,4;65,0;1006,2;1,8;5,0;0,0;;;18,1;0,0;
17/11/2009;1800;33,2;49,0;1003,0;2,3;32,0;6,0;;;;;
18/11/2009;0000;26,0;77,0;1002,2;1,6;14,0;10,0;0,00;25,9;;;
18/11/2009;1200;23,3;88,0;1002,0;0,8;32,0;10,0;;;20,3;25,0;
18/11/2009;1800;22,2;93,0;1003,8;1,6;23,0;10,0;;;;;
19/11/2009;0000;21,4;92,0;998,4;0,9;23,0;0,0;1,20;31,8;;;
19/11/2009;1200;26,0;75,0;996,7;2,1;36,0;9,0;;;19,1;5,7;
19/11/2009;1800;21,6;97,0;1001,4;2,6;5,0;10,0;;;;;
20/11/2009;0000;22,0;93,0;1003,2;0,8;27,0;7,0;0,00;22,9;;;
20/11/2009;1200;20,6;80,0;1009,4;2,5;14,0;10,0;;;18,7;29,4;
20/11/2009;1800;20,2;85,0;1011,5;1,3;14,0;10,0;;;;;
21/11/2009;0000;19,2;88,0;1011,4;2,5;14,0;10,0;1,90;25,8;;;
21/11/2009;1200;23,1;77,0;1007,4;3,0;9,0;9,0;;;19,7;1,9;
21/11/2009;1800;24,4;77,0;1005,5;3,5;14,0;9,0;;;;;
22/11/2009;0000;22,2;86,0;1003,2;2,1;14,0;10,0;0,20;26,3;;;
22/11/2009;1200;21,2;97,0;1000,2;0,8;27,0;10,0;;;18,9;48,4;
22/11/2009;1800;25,6;78,0;1001,2;3,3;32,0;10,0;;;;;
23/11/2009;0000;24,5;87,0;1002,4;0,7;23,0;7,0;3,80;28,7;;;
23/11/2009;1200;26,2;76,0;1002,8;1,8;9,0;10,0;;;21,4;0,0;
23/11/2009;1800;25,9;78,0;1003,6;2,8;14,0;10,0;;;;;
24/11/2009;0000;22,4;92,0;1000,8;3,0;9,0;10,0;2,00;29,6;;;
24/11/2009;1200;23,4;92,0;1003,4;1,6;9,0;10,0;;;22,0;0,6;
24/11/2009;1800;29,4;75,0;1002,0;2,9;18,0;10,0;;;;;
25/11/2009;0000;23,8;90,0;1002,3;2,3;14,0;10,0;6,00;34,4;;;
25/11/2009;1200;25,3;91,0;1002,6;2,1;5,0;8,0;;;22,8;0,2;
25/11/2009;1800;33,4;56,0;1001,1;2,8;32,0;4,0;;;;;
26/11/2009;0000;29,2;80,0;1001,6;1,3;14,0;3,0;6,20;30,9;;;
26/11/2009;1200;28,8;67,0;1003,9;2,0;32,0;9,0;;;23,1;0,0;
26/11/2009;1800;26,8;72,0;1004,7;2,3;14,0;9,0;;;;;
27/11/2009;0000;23,2;86,0;1005,8;2,3;14,0;6,0;1,20;27,8;;;
27/11/2009;1200;23,5;83,0;1006,3;1,8;14,0;10,0;;;20,3;0,0;
27/11/2009;1800;27,0;72,0;1003,2;3,8;14,0;8,0;;;;;
28/11/2009;0000;23,0;85,0;1003,1;2,6;14,0;6,0;0,30;25,9;;;
28/11/2009;1200;21,5;90,0;1001,9;5,8;18,0;10,0;;;20,3;2,7;
28/11/2009;1800;25,0;78,0;1000,4;2,1;9,0;10,0;;;;;
29/11/2009;0000;22,8;86,0;1000,0;1,8;9,0;9,0;11,20;31,1;;;
29/11/2009;1200;25,0;71,0;1002,6;1,6;14,0;3,0;;;19,3;0,4;
29/11/2009;1800;30,4;60,0;1000,0;2,3;9,0;5,0;;;;;
30/11/2009;0000;23,8;75,0;998,8;2,1;14,0;0,0;0,10;26,4;;;
30/11/2009;1200;23,0;92,0;1000,4;1,1;27,0;10,0;;;21,6;1,8;
30/11/2009;1800;26,0;77,0;1000,7;1,9;27,0;10,0;;;;;
